Geoid,County,Geography,Eligible_Tract,Recommended_Tract_30_20_30,Contiguous_Tract,ACS 2012_2016_Tract,OZ_Possible_Tract
06073012003,San Diego,"Census Tract 120.03, San Diego County",Yes,,,,Yes
06073012101,San Diego,"Census Tract 121.01, San Diego County",Yes,,,,Yes
06073012102,San Diego,"Census Tract 121.02, San Diego County",Yes,,,,Yes
06073012200,San Diego,"Census Tract 122, San Diego County",Yes,,,,Yes
06073012302,San Diego,"Census Tract 123.02, San Diego County",Yes,,,,Yes
06073012303,San Diego,"Census Tract 123.03, San Diego County",Yes,,,,Yes
06073012304,San Diego,"Census Tract 123.04, San Diego County",,,Yes,,Yes
06073012401,San Diego,"Census Tract 124.01, San Diego County",Yes,Yes,,,Yes
06073012402,San Diego,"Census Tract 124.02, San Diego County",Yes,,,,Yes
06073012501,San Diego,"Census Tract 125.01, San Diego County",Yes,,,,Yes
06073012502,San Diego,"Census Tract 125.02, San Diego County",Yes,,,,Yes
06073012600,San Diego,"Census Tract 126, San Diego County",Yes,,,,Yes
06073012700,San Diego,"Census Tract 127, San Diego County",Yes,,,,Yes
06073012800,San Diego,"Census Tract 128, San Diego County",Yes,,,,Yes
06073013000,San Diego,"Census Tract 130, San Diego County",Yes,,,,Yes
06073013102,San Diego,"Census Tract 131.02, San Diego County",Yes,,,,Yes
06073013103,San Diego,"Census Tract 131.03, San Diego County",Yes,,,,Yes
06073013104,San Diego,"Census Tract 131.04, San Diego County",Yes,,,,Yes
06073013203,San Diego,"Census Tract 132.03, San Diego County",Yes,Yes,,,Yes
06073013204,San Diego,"Census Tract 132.04, San Diego County",Yes,,,,Yes
06073013205,San Diego,"Census Tract 132.05, San Diego County",Yes,,,,Yes
06073013206,San Diego,"Census Tract 132.06, San Diego County",Yes,,,,Yes
06073013303,San Diego,"Census Tract 133.03, San Diego County",,,Yes,,Yes
06073013306,San Diego,"Census Tract 133.06, San Diego County",Yes,,,,Yes
06073013307,San Diego,"Census Tract 133.07, San Diego County",,,Yes,,Yes
06073013308,San Diego,"Census Tract 133.08, San Diego County",Yes,,,,Yes
06073013312,San Diego,"Census Tract 133.12, San Diego County",,,Yes,,Yes
06073013503,San Diego,"Census Tract 135.03, San Diego County",Yes,,,,Yes
06073013702,San Diego,"Census Tract 137.02, San Diego County",,,Yes,Yes,Yes
06073013801,San Diego,"Census Tract 138.01, San Diego County",,,Yes,,Yes
06073013802,San Diego,"Census Tract 138.02, San Diego County",Yes,,,,Yes
06073013906,San Diego,"Census Tract 139.06, San Diego County",Yes,,,,Yes
06073013907,San Diego,"Census Tract 139.07, San Diego County",Yes,,,,Yes
06073013908,San Diego,"Census Tract 139.08, San Diego County",,,Yes,,Yes
06073014001,San Diego,"Census Tract 140.01, San Diego County",Yes,,,,Yes
06073014002,San Diego,"Census Tract 140.02, San Diego County",,,Yes,,Yes
06073014101,San Diego,"Census Tract 141.01, San Diego County",,,Yes,,Yes
06073014102,San Diego,"Census Tract 141.02, San Diego County",Yes,,,,Yes
06073014200,San Diego,"Census Tract 142, San Diego County",,,Yes,,Yes
06073014300,San Diego,"Census Tract 143, San Diego County",Yes,,,,Yes
06073014400,San Diego,"Census Tract 144, San Diego County",Yes,,,,Yes
06073014500,San Diego,"Census Tract 145, San Diego County",Yes,,,,Yes
06073014601,San Diego,"Census Tract 146.01, San Diego County",,,Yes,,Yes
06073014805,San Diego,"Census Tract 148.05, San Diego County",,,Yes,Yes,Yes
06073014806,San Diego,"Census Tract 148.06, San Diego County",Yes,,,,Yes
06073014901,San Diego,"Census Tract 149.01, San Diego County",,,,Yes,Yes
06073015301,San Diego,"Census Tract 153.01, San Diego County",Yes,,,,Yes
06073015404,San Diego,"Census Tract 154.04, San Diego County",Yes,,,,Yes
06073015701,San Diego,"Census Tract 157.01, San Diego County",Yes,Yes,,,Yes
06073015703,San Diego,"Census Tract 157.03, San Diego County",Yes,Yes,,,Yes
06073015704,San Diego,"Census Tract 157.04, San Diego County",Yes,,,,Yes
06073015801,San Diego,"Census Tract 158.01, San Diego County",Yes,Yes,,,Yes
06073015802,San Diego,"Census Tract 158.02, San Diego County",Yes,Yes,,,Yes
06073015901,San Diego,"Census Tract 159.01, San Diego County",Yes,Yes,,,Yes
06073015902,San Diego,"Census Tract 159.02, San Diego County",Yes,,,,Yes
06073016202,San Diego,"Census Tract 162.02, San Diego County",Yes,,,,Yes
06073016301,San Diego,"Census Tract 163.01, San Diego County",Yes,,,,Yes
06073016302,San Diego,"Census Tract 163.02, San Diego County",Yes,,,,Yes
06073016402,San Diego,"Census Tract 164.02, San Diego County",Yes,,,,Yes
06073016502,San Diego,"Census Tract 165.02, San Diego County",Yes,,,,Yes
06073016503,San Diego,"Census Tract 165.03, San Diego County",Yes,,,,Yes
06073016504,San Diego,"Census Tract 165.04, San Diego County",Yes,,,,Yes
06073016605,San Diego,"Census Tract 166.05, San Diego County",,,Yes,,Yes
06073016616,San Diego,"Census Tract 166.16, San Diego County",Yes,,,,Yes
06073016617,San Diego,"Census Tract 166.17, San Diego County",Yes,,,,Yes
06073016702,San Diego,"Census Tract 167.02, San Diego County",,,Yes,,Yes
06073016802,San Diego,"Census Tract 168.02, San Diego County",,,Yes,,Yes
06073016804,San Diego,"Census Tract 168.04, San Diego County",Yes,,,,Yes
06073016806,San Diego,"Census Tract 168.06, San Diego County",Yes,,,,Yes
06073016807,San Diego,"Census Tract 168.07, San Diego County",,,Yes,,Yes
06073016811,San Diego,"Census Tract 168.11, San Diego County",,,Yes,,Yes
06073017502,San Diego,"Census Tract 175.02, San Diego County",Yes,,,,Yes
06073017900,San Diego,"Census Tract 179, San Diego County",Yes,,,,Yes
06073018200,San Diego,"Census Tract 182, San Diego County",Yes,,,,Yes
06073018400,San Diego,"Census Tract 184, San Diego County",Yes,,,,Yes
06073018507,San Diego,"Census Tract 185.07, San Diego County",,,Yes,,Yes
06073018509,San Diego,"Census Tract 185.09, San Diego County",Yes,,,,Yes
06073018510,San Diego,"Census Tract 185.10, San Diego County",Yes,,,,Yes
06073018511,San Diego,"Census Tract 185.11, San Diego County",Yes,,,,Yes
06073018512,San Diego,"Census Tract 185.12, San Diego County",Yes,,,,Yes
06073018517,San Diego,"Census Tract 185.17, San Diego County",,,Yes,,Yes
06073018518,San Diego,"Census Tract 185.18, San Diego County",Yes,,,,Yes
06073018519,San Diego,"Census Tract 185.19, San Diego County",Yes,,,,Yes
06073018603,San Diego,"Census Tract 186.03, San Diego County",Yes,,,,Yes
06073018609,San Diego,"Census Tract 186.09, San Diego County",Yes,,,,Yes
06073018610,San Diego,"Census Tract 186.10, San Diego County",,,Yes,Yes,Yes
06073018613,San Diego,"Census Tract 186.13, San Diego County",,,Yes,,Yes
06073018614,San Diego,"Census Tract 186.14, San Diego County",Yes,,,,Yes
06073018700,San Diego,"Census Tract 187, San Diego County",Yes,,,,Yes
06073018903,San Diego,"Census Tract 189.03, San Diego County",Yes,,,,Yes
06073018904,San Diego,"Census Tract 189.04, San Diego County",Yes,,,,Yes
06073018905,San Diego,"Census Tract 189.05, San Diego County",Yes,,,,Yes
06073018906,San Diego,"Census Tract 189.06, San Diego County",Yes,,,,Yes
06073019107,San Diego,"Census Tract 191.07, San Diego County",Yes,,,,Yes
06073019205,San Diego,"Census Tract 192.05, San Diego County",Yes,,,,Yes
06073019206,San Diego,"Census Tract 192.06, San Diego County",Yes,,,,Yes
06073019207,San Diego,"Census Tract 192.07, San Diego County",Yes,,,,Yes
06073019302,San Diego,"Census Tract 193.02, San Diego County",,,Yes,Yes,Yes
06073019403,San Diego,"Census Tract 194.03, San Diego County",,,Yes,,Yes
06073019404,San Diego,"Census Tract 194.04, San Diego County",Yes,,,,Yes
06073019405,San Diego,"Census Tract 194.05, San Diego County",Yes,,,,Yes
06073019406,San Diego,"Census Tract 194.06, San Diego County",Yes,,,,Yes
06073019501,San Diego,"Census Tract 195.01, San Diego County",Yes,,,,Yes
06073019502,San Diego,"Census Tract 195.02, San Diego County",Yes,,,,Yes
06073019503,San Diego,"Census Tract 195.03, San Diego County",Yes,,,,Yes
06073019601,San Diego,"Census Tract 196.01, San Diego County",,,Yes,,Yes
06073019602,San Diego,"Census Tract 196.02, San Diego County",Yes,,,,Yes
06073019701,San Diego,"Census Tract 197.01, San Diego County",Yes,,,,Yes
06073019702,San Diego,"Census Tract 197.02, San Diego County",,,Yes,,Yes
06073019805,San Diego,"Census Tract 198.05, San Diego County",Yes,,,,Yes
06073019902,San Diego,"Census Tract 199.02, San Diego County",,,Yes,,Yes
06073020017,San Diego,"Census Tract 200.17, San Diego County",Yes,,,,Yes
06073020018,San Diego,"Census Tract 200.18, San Diego County",Yes,,,,Yes
06073020021,San Diego,"Census Tract 200.21, San Diego County",Yes,,,,Yes
06073020023,San Diego,"Census Tract 200.23, San Diego County",,,Yes,,Yes
06073020028,San Diego,"Census Tract 200.28, San Diego County",Yes,Yes,,,Yes
06073020029,San Diego,"Census Tract 200.29, San Diego County",Yes,,,,Yes
06073020105,San Diego,"Census Tract 201.05, San Diego County",Yes,,,,Yes
06073020106,San Diego,"Census Tract 201.06, San Diego County",,,Yes,,Yes
06073020108,San Diego,"Census Tract 201.08, San Diego County",Yes,,,,Yes
06073020109,San Diego,"Census Tract 201.09, San Diego County",Yes,,,,Yes
06073020202,San Diego,"Census Tract 202.02, San Diego County",Yes,Yes,,,Yes
06073020206,San Diego,"Census Tract 202.06, San Diego County",Yes,,,,Yes
06073020207,San Diego,"Census Tract 202.07, San Diego County",Yes,,,,Yes
06073020208,San Diego,"Census Tract 202.08, San Diego County",,,Yes,,Yes
06073020209,San Diego,"Census Tract 202.09, San Diego County",Yes,,,,Yes
06073020210,San Diego,"Census Tract 202.10, San Diego County",Yes,,,,Yes
06073020211,San Diego,"Census Tract 202.11, San Diego County",Yes,,,,Yes
06073020213,San Diego,"Census Tract 202.13, San Diego County",Yes,,,,Yes
06073020214,San Diego,"Census Tract 202.14, San Diego County",Yes,Yes,,,Yes
06073020308,San Diego,"Census Tract 203.08, San Diego County",Yes,,,,Yes
06073020500,San Diego,"Census Tract 205, San Diego County",Yes,,,,Yes
06073020601,San Diego,"Census Tract 206.01, San Diego County",Yes,,,,Yes
06073020602,San Diego,"Census Tract 206.02, San Diego County",Yes,,,,Yes
06073020707,San Diego,"Census Tract 207.07, San Diego County",Yes,,,,Yes
06073020805,San Diego,"Census Tract 208.05, San Diego County",Yes,,,,Yes
06073020806,San Diego,"Census Tract 208.06, San Diego County",,,Yes,Yes,Yes
06073020903,San Diego,"Census Tract 209.03, San Diego County",Yes,,,,Yes
06073020904,San Diego,"Census Tract 209.04, San Diego County",Yes,,,,Yes
06073021000,San Diego,"Census Tract 210, San Diego County",Yes,,,,Yes
06073021100,San Diego,"Census Tract 211, San Diego County",Yes,,,,Yes
06073021900,San Diego,"Census Tract 219, San Diego County",Yes,,,,Yes
06073022000,San Diego,"Census Tract 220, San Diego County",Yes,,,,Yes
06075010100,San Francisco,"Census Tract 101, San Francisco County",,,,Yes,Yes
06075010600,San Francisco,"Census Tract 106, San Francisco County",Yes,,,,Yes
06075010700,San Francisco,"Census Tract 107, San Francisco County",Yes,,,,Yes
06075011300,San Francisco,"Census Tract 113, San Francisco County",Yes,,,,Yes
06075011700,San Francisco,"Census Tract 117, San Francisco County",Yes,,,,Yes
06075011800,San Francisco,"Census Tract 118, San Francisco County",Yes,,,,Yes
06075011902,San Francisco,"Census Tract 119.02, San Francisco County",Yes,,,,Yes
06075012000,San Francisco,"Census Tract 120, San Francisco County",Yes,,,,Yes
06075012100,San Francisco,"Census Tract 121, San Francisco County",Yes,,,,Yes
06075012201,San Francisco,"Census Tract 122.01, San Francisco County",Yes,,,,Yes
06075012202,San Francisco,"Census Tract 122.02, San Francisco County",Yes,,,,Yes
06075012301,San Francisco,"Census Tract 123.01, San Francisco County",Yes,Yes,,,Yes
06075012302,San Francisco,"Census Tract 123.02, San Francisco County",Yes,,,,Yes
06075012401,San Francisco,"Census Tract 124.01, San Francisco County",Yes,,,,Yes
06075012402,San Francisco,"Census Tract 124.02, San Francisco County",Yes,,,,Yes
06075012501,San Francisco,"Census Tract 125.01, San Francisco County",Yes,Yes,,,Yes
06075012502,San Francisco,"Census Tract 125.02, San Francisco County",Yes,Yes,,,Yes
06075015500,San Francisco,"Census Tract 155, San Francisco County",Yes,,,,Yes
06075015801,San Francisco,"Census Tract 158.01, San Francisco County",Yes,,,,Yes
06075015900,San Francisco,"Census Tract 159, San Francisco County",Yes,,,,Yes
06075016000,San Francisco,"Census Tract 160, San Francisco County",Yes,,,,Yes
06075016100,San Francisco,"Census Tract 161, San Francisco County",Yes,,,,Yes
06075017601,San Francisco,"Census Tract 176.01, San Francisco County",Yes,,,,Yes
06075017700,San Francisco,"Census Tract 177, San Francisco County",Yes,,,,Yes
06075017801,San Francisco,"Census Tract 178.01, San Francisco County",Yes,Yes,,,Yes
06075017802,San Francisco,"Census Tract 178.02, San Francisco County",Yes,,,,Yes
06075017902,San Francisco,"Census Tract 179.02, San Francisco County",Yes,Yes,,,Yes
06075018000,San Francisco,"Census Tract 180, San Francisco County",Yes,,,,Yes
06075020100,San Francisco,"Census Tract 201, San Francisco County",Yes,,,,Yes
06075020200,San Francisco,"Census Tract 202, San Francisco County",Yes,,,,Yes
06075020800,San Francisco,"Census Tract 208, San Francisco County",Yes,,,,Yes
06075020900,San Francisco,"Census Tract 209, San Francisco County",Yes,,,,Yes
06075022802,San Francisco,"Census Tract 228.02, San Francisco County",Yes,,,,Yes
06075022803,San Francisco,"Census Tract 228.03, San Francisco County",Yes,,,,Yes
06075022901,San Francisco,"Census Tract 229.01, San Francisco County",Yes,,,,Yes
06075022902,San Francisco,"Census Tract 229.02, San Francisco County",,,Yes,,Yes
06075022903,San Francisco,"Census Tract 229.03, San Francisco County",,,Yes,Yes,Yes
06075023001,San Francisco,"Census Tract 230.01, San Francisco County",Yes,,,,Yes
06075023003,San Francisco,"Census Tract 230.03, San Francisco County",,,Yes,Yes,Yes
06075023102,San Francisco,"Census Tract 231.02, San Francisco County",Yes,Yes,,,Yes
06075023103,San Francisco,"Census Tract 231.03, San Francisco County",Yes,Yes,,,Yes
06075023200,San Francisco,"Census Tract 232, San Francisco County",Yes,,,,Yes
06075023300,San Francisco,"Census Tract 233, San Francisco County",Yes,,,,Yes
06075023400,San Francisco,"Census Tract 234, San Francisco County",Yes,,,,Yes
06075025403,San Francisco,"Census Tract 254.03, San Francisco County",Yes,,,,Yes
06075025600,San Francisco,"Census Tract 256, San Francisco County",,,Yes,Yes,Yes
06075025701,San Francisco,"Census Tract 257.01, San Francisco County",Yes,,,,Yes
06075025702,San Francisco,"Census Tract 257.02, San Francisco County",Yes,,,,Yes
06075025800,San Francisco,"Census Tract 258, San Francisco County",Yes,,,,Yes
06075026001,San Francisco,"Census Tract 260.01, San Francisco County",Yes,,,,Yes
06075026002,San Francisco,"Census Tract 260.02, San Francisco County",,,Yes,,Yes
06075026003,San Francisco,"Census Tract 260.03, San Francisco County",Yes,,,,Yes
06075026004,San Francisco,"Census Tract 260.04, San Francisco County",Yes,,,,Yes
06075026100,San Francisco,"Census Tract 261, San Francisco County",Yes,,,,Yes
06075026200,San Francisco,"Census Tract 262, San Francisco County",Yes,,,,Yes
06075026301,San Francisco,"Census Tract 263.01, San Francisco County",Yes,,,,Yes
06075026302,San Francisco,"Census Tract 263.02, San Francisco County",Yes,,,,Yes
06075026303,San Francisco,"Census Tract 263.03, San Francisco County",Yes,,,,Yes
06075026401,San Francisco,"Census Tract 264.01, San Francisco County",Yes,,,,Yes
06075026402,San Francisco,"Census Tract 264.02, San Francisco County",,,Yes,,Yes
06075026403,San Francisco,"Census Tract 264.03, San Francisco County",Yes,,,,Yes
06075026404,San Francisco,"Census Tract 264.04, San Francisco County",Yes,,,,Yes
06075031201,San Francisco,"Census Tract 312.01, San Francisco County",,,Yes,,Yes
06075031202,San Francisco,"Census Tract 312.02, San Francisco County",,,Yes,Yes,Yes
06075031302,San Francisco,"Census Tract 313.02, San Francisco County",Yes,,,,Yes
06075031400,San Francisco,"Census Tract 314, San Francisco County",Yes,,,,Yes
06075033201,San Francisco,"Census Tract 332.01, San Francisco County",Yes,Yes,,,Yes
06075033203,San Francisco,"Census Tract 332.03, San Francisco County",Yes,,,,Yes
06075033204,San Francisco,"Census Tract 332.04, San Francisco County",Yes,,,,Yes
06075035300,San Francisco,"Census Tract 353, San Francisco County",,,Yes,,Yes
06075060400,San Francisco,"Census Tract 604, San Francisco County",Yes,,,,Yes
06075060502,San Francisco,"Census Tract 605.02, San Francisco County",Yes,Yes,,,Yes
06075060700,San Francisco,"Census Tract 607, San Francisco County",,,Yes,,Yes
06075061100,San Francisco,"Census Tract 611, San Francisco County",Yes,Yes,,,Yes
06075061200,San Francisco,"Census Tract 612, San Francisco County",Yes,,,,Yes
06075061500,San Francisco,"Census Tract 615, San Francisco County",,,Yes,,Yes
06075980501,San Francisco,"Census Tract 9805.01, San Francisco County",Yes,Yes,,,Yes
06075980600,San Francisco,"Census Tract 9806, San Francisco County",Yes,,,,Yes
06075980900,San Francisco,"Census Tract 9809, San Francisco County",,,,Yes,Yes
06077000100,San Joaquin,"Census Tract 1, San Joaquin County",Yes,Yes,,,Yes
06077000300,San Joaquin,"Census Tract 3, San Joaquin County",Yes,Yes,,,Yes
06077000401,San Joaquin,"Census Tract 4.01, San Joaquin County",Yes,,,,Yes
06077000402,San Joaquin,"Census Tract 4.02, San Joaquin County",Yes,Yes,,,Yes
06077000500,San Joaquin,"Census Tract 5, San Joaquin County",Yes,Yes,,,Yes
06077000600,San Joaquin,"Census Tract 6, San Joaquin County",Yes,Yes,,,Yes
06077000700,San Joaquin,"Census Tract 7, San Joaquin County",Yes,Yes,,,Yes
06077000801,San Joaquin,"Census Tract 8.01, San Joaquin County",Yes,,,,Yes
06077000900,San Joaquin,"Census Tract 9, San Joaquin County",Yes,Yes,,,Yes
06077001000,San Joaquin,"Census Tract 10, San Joaquin County",Yes,,,,Yes
06077001101,San Joaquin,"Census Tract 11.01, San Joaquin County",Yes,,,,Yes
06077001102,San Joaquin,"Census Tract 11.02, San Joaquin County",Yes,,,,Yes
06077001200,San Joaquin,"Census Tract 12, San Joaquin County",Yes,,,,Yes
06077001300,San Joaquin,"Census Tract 13, San Joaquin County",Yes,,,,Yes
06077001400,San Joaquin,"Census Tract 14, San Joaquin County",Yes,,,,Yes
06077001500,San Joaquin,"Census Tract 15, San Joaquin County",Yes,,,,Yes
06077001600,San Joaquin,"Census Tract 16, San Joaquin County",Yes,Yes,,,Yes
06077001700,San Joaquin,"Census Tract 17, San Joaquin County",Yes,Yes,,,Yes
06077001800,San Joaquin,"Census Tract 18, San Joaquin County",Yes,,,,Yes
06077001900,San Joaquin,"Census Tract 19, San Joaquin County",Yes,Yes,,,Yes
06077002000,San Joaquin,"Census Tract 20, San Joaquin County",Yes,,,,Yes
06077002100,San Joaquin,"Census Tract 21, San Joaquin County",Yes,,,,Yes
06077002201,San Joaquin,"Census Tract 22.01, San Joaquin County",Yes,Yes,,,Yes
06077002202,San Joaquin,"Census Tract 22.02, San Joaquin County",Yes,Yes,,,Yes
06077002300,San Joaquin,"Census Tract 23, San Joaquin County",Yes,Yes,,,Yes
06077002401,San Joaquin,"Census Tract 24.01, San Joaquin County",Yes,,,,Yes
06077002402,San Joaquin,"Census Tract 24.02, San Joaquin County",Yes,,,,Yes
06077002503,San Joaquin,"Census Tract 25.03, San Joaquin County",Yes,Yes,,,Yes
06077002504,San Joaquin,"Census Tract 25.04, San Joaquin County",Yes,,,,Yes
06077002701,San Joaquin,"Census Tract 27.01, San Joaquin County",Yes,,,,Yes
06077002702,San Joaquin,"Census Tract 27.02, San Joaquin County",Yes,,,,Yes
06077002800,San Joaquin,"Census Tract 28, San Joaquin County",Yes,,,,Yes
06077003108,San Joaquin,"Census Tract 31.08, San Joaquin County",Yes,,,,Yes
06077003109,San Joaquin,"Census Tract 31.09, San Joaquin County",,,Yes,,Yes
06077003110,San Joaquin,"Census Tract 31.10, San Joaquin County",Yes,,,,Yes
06077003111,San Joaquin,"Census Tract 31.11, San Joaquin County",Yes,,,,Yes
06077003113,San Joaquin,"Census Tract 31.13, San Joaquin County",Yes,,,,Yes
06077003205,San Joaquin,"Census Tract 32.05, San Joaquin County",,,Yes,Yes,Yes
06077003209,San Joaquin,"Census Tract 32.09, San Joaquin County",,,Yes,,Yes
06077003210,San Joaquin,"Census Tract 32.10, San Joaquin County",Yes,,,,Yes
06077003213,San Joaquin,"Census Tract 32.13, San Joaquin County",Yes,,,,Yes
06077003215,San Joaquin,"Census Tract 32.15, San Joaquin County",,,Yes,,Yes
06077003216,San Joaquin,"Census Tract 32.16, San Joaquin County",,,Yes,,Yes
06077003217,San Joaquin,"Census Tract 32.17, San Joaquin County",Yes,,,,Yes
06077003305,San Joaquin,"Census Tract 33.05, San Joaquin County",Yes,,,,Yes
06077003306,San Joaquin,"Census Tract 33.06, San Joaquin County",Yes,,,,Yes
06077003307,San Joaquin,"Census Tract 33.07, San Joaquin County",Yes,Yes,,,Yes
06077003308,San Joaquin,"Census Tract 33.08, San Joaquin County",Yes,,,,Yes
06077003310,San Joaquin,"Census Tract 33.10, San Joaquin County",Yes,,,,Yes
06077003311,San Joaquin,"Census Tract 33.11, San Joaquin County",Yes,,,,Yes
06077003312,San Joaquin,"Census Tract 33.12, San Joaquin County",Yes,Yes,,,Yes
06077003313,San Joaquin,"Census Tract 33.13, San Joaquin County",Yes,Yes,,,Yes
06077003403,San Joaquin,"Census Tract 34.03, San Joaquin County",Yes,,,,Yes
06077003404,San Joaquin,"Census Tract 34.04, San Joaquin County",Yes,,,,Yes
06077003405,San Joaquin,"Census Tract 34.05, San Joaquin County",Yes,,,,Yes
06077003406,San Joaquin,"Census Tract 34.06, San Joaquin County",Yes,Yes,,,Yes
06077003407,San Joaquin,"Census Tract 34.07, San Joaquin County",Yes,,,,Yes
06077003409,San Joaquin,"Census Tract 34.09, San Joaquin County",Yes,,,,Yes
06077003410,San Joaquin,"Census Tract 34.10, San Joaquin County",Yes,,,,Yes
06077003500,San Joaquin,"Census Tract 35, San Joaquin County",,,Yes,,Yes
06077003601,San Joaquin,"Census Tract 36.01, San Joaquin County",,,Yes,,Yes
06077003602,San Joaquin,"Census Tract 36.02, San Joaquin County",Yes,,,,Yes
06077003700,San Joaquin,"Census Tract 37, San Joaquin County",Yes,,,,Yes
06077003801,San Joaquin,"Census Tract 38.01, San Joaquin County",,,Yes,Yes,Yes
06077003803,San Joaquin,"Census Tract 38.03, San Joaquin County",Yes,,,,Yes
06077003900,San Joaquin,"Census Tract 39, San Joaquin County",Yes,,,,Yes
06077004001,San Joaquin,"Census Tract 40.01, San Joaquin County",Yes,,,,Yes
06077004201,San Joaquin,"Census Tract 42.01, San Joaquin County",,,Yes,,Yes
06077004203,San Joaquin,"Census Tract 42.03, San Joaquin County",Yes,,,,Yes
06077004302,San Joaquin,"Census Tract 43.02, San Joaquin County",Yes,,,,Yes
06077004307,San Joaquin,"Census Tract 43.07, San Joaquin County",Yes,,,,Yes
06077004308,San Joaquin,"Census Tract 43.08, San Joaquin County",Yes,,,,Yes
06077004402,San Joaquin,"Census Tract 44.02, San Joaquin County",Yes,,,,Yes
06077004403,San Joaquin,"Census Tract 44.03, San Joaquin County",Yes,Yes,,,Yes
06077004404,San Joaquin,"Census Tract 44.04, San Joaquin County",Yes,,,,Yes
06077004501,San Joaquin,"Census Tract 45.01, San Joaquin County",Yes,,,,Yes
06077004502,San Joaquin,"Census Tract 45.02, San Joaquin County",Yes,,,,Yes
06077004701,San Joaquin,"Census Tract 47.01, San Joaquin County",Yes,,,,Yes
06077004704,San Joaquin,"Census Tract 47.04, San Joaquin County",,,Yes,,Yes
06077004800,San Joaquin,"Census Tract 48, San Joaquin County",,,Yes,,Yes
06077004902,San Joaquin,"Census Tract 49.02, San Joaquin County",,,Yes,,Yes
06077005108,San Joaquin,"Census Tract 51.08, San Joaquin County",Yes,,,,Yes
06077005109,San Joaquin,"Census Tract 51.09, San Joaquin County",Yes,,,,Yes
06077005110,San Joaquin,"Census Tract 51.10, San Joaquin County",,,Yes,Yes,Yes
06077005119,San Joaquin,"Census Tract 51.19, San Joaquin County",,,Yes,,Yes
06077005125,San Joaquin,"Census Tract 51.25, San Joaquin County",,,,Yes,Yes
06077005126,San Joaquin,"Census Tract 51.26, San Joaquin County",Yes,,,,Yes
06077005129,San Joaquin,"Census Tract 51.29, San Joaquin County",Yes,,,,Yes
06077005130,San Joaquin,"Census Tract 51.30, San Joaquin County",Yes,,,,Yes
06077005131,San Joaquin,"Census Tract 51.31, San Joaquin County",Yes,,,,Yes
06077005132,San Joaquin,"Census Tract 51.32, San Joaquin County",Yes,,,,Yes
06077005303,San Joaquin,"Census Tract 53.03, San Joaquin County",Yes,,,,Yes
06077005406,San Joaquin,"Census Tract 54.06, San Joaquin County",,,,Yes,Yes
06077005501,San Joaquin,"Census Tract 55.01, San Joaquin County",Yes,,,,Yes
06079010016,San Luis Obispo,"Census Tract 100.16, San Luis Obispo County",,,Yes,Yes,Yes
06079010102,San Luis Obispo,"Census Tract 101.02, San Luis Obispo County",Yes,,,,Yes
06079010503,San Luis Obispo,"Census Tract 105.03, San Luis Obispo County",,,Yes,,Yes
06079010602,San Luis Obispo,"Census Tract 106.02, San Luis Obispo County",,,Yes,,Yes
06079010603,San Luis Obispo,"Census Tract 106.03, San Luis Obispo County",Yes,,,,Yes
06079010901,San Luis Obispo,"Census Tract 109.01, San Luis Obispo County",Yes,Yes,,,Yes
06079010902,San Luis Obispo,"Census Tract 109.02, San Luis Obispo County",Yes,Yes,,,Yes
06079011001,San Luis Obispo,"Census Tract 110.01, San Luis Obispo County",,,Yes,,Yes
06079011002,San Luis Obispo,"Census Tract 110.02, San Luis Obispo County",Yes,,,,Yes
06079011101,San Luis Obispo,"Census Tract 111.01, San Luis Obispo County",Yes,,,,Yes
06079011102,San Luis Obispo,"Census Tract 111.02, San Luis Obispo County",Yes,,,,Yes
06079011103,San Luis Obispo,"Census Tract 111.03, San Luis Obispo County",Yes,,,,Yes
06079011200,San Luis Obispo,"Census Tract 112, San Luis Obispo County",Yes,Yes,,,Yes
06079011300,San Luis Obispo,"Census Tract 113, San Luis Obispo County",,,Yes,,Yes
06079011501,San Luis Obispo,"Census Tract 115.01, San Luis Obispo County",,,Yes,,Yes
06079011902,San Luis Obispo,"Census Tract 119.02, San Luis Obispo County",,,Yes,,Yes
06079012000,San Luis Obispo,"Census Tract 120, San Luis Obispo County",Yes,,,,Yes
06079012102,San Luis Obispo,"Census Tract 121.02, San Luis Obispo County",Yes,,,,Yes
06079012200,San Luis Obispo,"Census Tract 122, San Luis Obispo County",Yes,,,,Yes
06079012502,San Luis Obispo,"Census Tract 125.02, San Luis Obispo County",Yes,,,,Yes
06079012503,San Luis Obispo,"Census Tract 125.03, San Luis Obispo County",,,Yes,,Yes
06079012800,San Luis Obispo,"Census Tract 128, San Luis Obispo County",Yes,,,,Yes
06081600200,San Mateo,"Census Tract 6002, San Mateo County",Yes,,,,Yes
06081600300,San Mateo,"Census Tract 6003, San Mateo County",,,Yes,,Yes
06081600402,San Mateo,"Census Tract 6004.02, San Mateo County",Yes,,,,Yes
06081600500,San Mateo,"Census Tract 6005, San Mateo County",,,Yes,,Yes
06081600600,San Mateo,"Census Tract 6006, San Mateo County",Yes,,,,Yes
06081600700,San Mateo,"Census Tract 6007, San Mateo County",Yes,,,,Yes
06081600800,San Mateo,"Census Tract 6008, San Mateo County",Yes,,,,Yes
06081601200,San Mateo,"Census Tract 6012, San Mateo County",,,Yes,,Yes
06081601300,San Mateo,"Census Tract 6013, San Mateo County",Yes,,,,Yes
